OBJECTID,DESCRIPTION,NAREA,Max_FAR,INSIDE_X,INSIDE_Y,DETAIL,LANDUSE_CODE,ShapeSTArea,ShapeSTLength
293,"Parks, Greenway Corridor and Recreation",411.39451299,,491558.28879276,5514406.4169354,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,4113945.12988281,9708.03558472944
294,Conservation and Ecological Reserves,70.9070807,,477888.67715917,5527235.20191671,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,709070.804443359,4556.40966015506
296,"Parks, Greenway Corridor and Recreation",0.00871122,,490665.50641327,5504640.93369322,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,87.112060546875,324.702868662379
297,"Parks, Greenway Corridor and Recreation",699.73409964,,489983.76803373,5503421.9270927,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,6997353.56616211,23724.3171225588
298,"Parks, Greenway Corridor and Recreation",137.22399769,,486113.11855069,5504064.9472023,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1372239.97802734,5170.10240983044
299,"Parks, Greenway Corridor and Recreation",0.79580634,,488958.83990397,5504971.99602738,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,7958.0634765625,453.331194779166
300,"Parks, Greenway Corridor and Recreation",0.61536045,,488900.23910601,5504994.41119716,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,6153.60498046875,408.592398837389
301,"Parks, Greenway Corridor and Recreation",0.16758099,,488861.3726,5505050.6126,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1675.80981445312,164.785149283624
302,"Parks, Greenway Corridor and Recreation",0.27650001,,488809.24277841,5505043.9671549,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2765.00048828125,224.764970026581
303,"Parks, Greenway Corridor and Recreation",0.08239041,,490081.44973111,5505452.47647698,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,823.904052734375,140.192752347744
304,"Parks, Greenway Corridor and Recreation",3.72995091,,490148.3233014,5505299.14160741,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,37299.5092773438,1307.7188835229
305,"Parks, Greenway Corridor and Recreation",0.09577498,,489234.98195481,5505595.39803672,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,957.749267578125,160.972250147083
306,"Parks, Greenway Corridor and Recreation",1.06844142,,490709.95297297,5505693.60795816,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,10684.4140625,1025.73781299928
307,"Parks, Greenway Corridor and Recreation",4.54472189,,488640.15898802,5505706.6751969,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,45447.2189941406,1392.35786205154
309,"Parks, Greenway Corridor and Recreation",4.81425216,,491292.78816429,5506104.57835164,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,48142.5202636719,3495.71286548285
310,"Parks, Greenway Corridor and Recreation",3.62918048,,489574.53746933,5505904.44849312,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,36291.806640625,1300.02590461794
312,"Parks, Greenway Corridor and Recreation",1.61678761,,489041.24619007,5506268.64206238,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,16167.8764648438,648.78727220376
314,"Parks, Greenway Corridor and Recreation",45.33731511,,489608.64970114,5507872.92494443,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,453373.151367188,2966.06671062359
317,"Parks, Greenway Corridor and Recreation",0.17445036,,489890.68449216,5508507.04397494,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1744.50341796875,187.132219258182
318,"Parks, Greenway Corridor and Recreation",0.30357283,,488684.94438754,5508615.41164144,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,3035.72802734375,245.833855095085
319,"Parks, Greenway Corridor and Recreation",1.10606284,,489909.58246773,5508797.75826759,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,11060.6276855469,1177.30080735528
320,"Parks, Greenway Corridor and Recreation",0.88732864,,491805.67295242,5509141.84225932,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,8873.28588867188,884.05441813783
321,"Parks, Greenway Corridor and Recreation",0.22965815,,489943.47341077,5509230.49969659,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2296.58154296875,230.236747544415
322,"Parks, Greenway Corridor and Recreation",0.28927961,,491420.69047517,5509249.81248052,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2892.79565429688,335.580195320042
323,"Parks, Greenway Corridor and Recreation",1.10385576,,489637.56771667,5509192.97213906,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,11038.5581054688,950.783478951501
324,"Parks, Greenway Corridor and Recreation",0.1329133,,491286.25525638,5509609.23929509,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1329.1328125,166.529593084696
325,"Parks, Greenway Corridor and Recreation",0.44939339,,491827.02918747,5509690.32425241,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,4493.93334960938,344.496322224836
326,"Parks, Greenway Corridor and Recreation",0.27443312,,491342.47030049,5509849.93973067,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2744.3310546875,240.039078095987
327,"Parks, Greenway Corridor and Recreation",0.00707421,,492386.97866667,5509915.173,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,70.742431640625,84.7970000183979
328,"Parks, Greenway Corridor and Recreation",0.00256565,,492349.93666667,5509984.687,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,25.656494140625,32.9552798630023
329,"Parks, Greenway Corridor and Recreation",1.08205086,,490787.49467872,5509949.47921757,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,10820.5092773438,453.378665538773
330,"Parks, Greenway Corridor and Recreation",1.1352303,,491033.98468811,5509910.76850577,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,11352.3034667969,646.421646010372
331,"Parks, Greenway Corridor and Recreation",0.09109112,,492536.37497406,5509956.52469613,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,910.910888671875,270.30694659429
332,"Parks, Greenway Corridor and Recreation",0.22922293,,492249.61301291,5510117.39022106,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2292.22998046875,194.22270797116
333,"Parks, Greenway Corridor and Recreation",0.26551809,,491996.07642604,5510216.36528147,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2655.18017578125,334.494867252185
334,"Parks, Greenway Corridor and Recreation",10.65731004,,491692.96018961,5510160.89947843,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,106573.101806641,1768.27652908523
335,"Parks, Greenway Corridor and Recreation",0.0178483,,492551.43466957,5510703.70509059,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,178.483642578125,123.412462104678
336,"Parks, Greenway Corridor and Recreation",0.14120679,,491745.42913935,5510736.86283825,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1412.06811523438,313.403055648293
337,"Parks, Greenway Corridor and Recreation",0.99134324,,491982.6331993,5510741.30859326,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,9913.43212890625,674.248396590719
338,"Parks, Greenway Corridor and Recreation",0.40476356,,492295.66675237,5510535.50873609,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,4047.63525390625,1340.42828725206
339,"Parks, Greenway Corridor and Recreation",0.06205739,,492511.12058628,5510789.8994338,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,620.573974609375,215.162216163082
340,"Parks, Greenway Corridor and Recreation",0.6829798,,490347.2320371,5511402.47211702,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,6829.7978515625,351.550554293066
341,"Parks, Greenway Corridor and Recreation",0.08205231,,490622.30208559,5511840.65828797,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,820.5224609375,139.736495162116
342,"Parks, Greenway Corridor and Recreation",0.3668778,,490469.04136403,5511823.80415981,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,3668.77783203125,448.964882634715
343,"Parks, Greenway Corridor and Recreation",0.35471486,,488725.96320983,5511819.84943355,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,3547.14892578125,253.945667584421
344,"Parks, Greenway Corridor and Recreation",0.24200096,,490344.25951591,5511857.11854011,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2420.0107421875,221.326663877539
345,"Parks, Greenway Corridor and Recreation",0.17331944,,490322.69264254,5511891.3239044,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1733.1943359375,223.301561634965
346,"Parks, Greenway Corridor and Recreation",0.31112992,,489533.32400586,5511903.83245188,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,3111.29858398438,384.615973086071
347,"Parks, Greenway Corridor and Recreation",0.26111628,,489674.17562041,5512111.62493716,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2611.16333007812,213.034374209354
348,"Parks, Greenway Corridor and Recreation",1.44237817,,489628.19687446,5512300.96684488,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,14423.7819824219,683.597368527934
349,"Parks, Greenway Corridor and Recreation",1.02566071,,490034.24129529,5511896.83719194,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,10256.6062011719,1950.60126510012
350,"Parks, Greenway Corridor and Recreation",0.13440174,,489234.40141797,5512377.00975827,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1344.01708984375,175.197146046717
351,"Parks, Greenway Corridor and Recreation",0.18630213,,489521.92331854,5512365.65237645,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1863.02172851562,361.715634122297
352,"Parks, Greenway Corridor and Recreation",0.1007247,,489038.18511829,5512494.2453651,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1007.24780273438,121.014049360634
353,"Parks, Greenway Corridor and Recreation",0.42668076,,490234.64234633,5512645.02561533,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,4266.8076171875,429.300823892826
354,"Parks, Greenway Corridor and Recreation",0.24122336,,489834.9562973,5512742.64366603,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,2412.2333984375,209.027449460897
356,"Facilities, Utilities, and Transportation Corridor",1.55738865,,488499.31657898,5524540.87035119,"Applies to major municipal facilities, utilities and transportation corridors. These include the municipal landfill, water towers, the BC Hydro Substation, transportation related buildings and services (e.g. Darrell Bay Ferry Terminal), and the Squamish Municipal Airport. All municipal roads are designated Facilities, Utilities & Transportation corridors regardless of the land use shown on Schedule B. This designation also includes lands identified as critical future transportation hubs or corridors for preservation in order to ensure future mobility needs can be accounted for and met over time.",17,15571.4440917969,2795.58379053162
357,Resource and Recreation,0.03306223,,489890.73843823,5508321.97686296,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,330.622314453125,252.354278674668
